t,x,y,theta,v,omega,h,gamma1,gamma2
2.070000,1.539616,0.527364,-0.645079,0.335998,-1.076232,0.057195,0.000000,0.000000
2.080000,1.542290,0.525329,-0.655842,0.320572,-1.049152,0.055453,0.000000,0.000000
2.090000,1.544820,0.523361,-0.666333,0.306147,-1.022439,0.053775,0.000000,0.000000
2.100000,1.547217,0.521456,-0.676558,0.292637,-0.996099,0.052156,0.000000,0.000000
2.110000,1.549490,0.519613,-0.686519,0.279928,-0.970132,0.050587,0.000000,0.000000
2.120000,1.551646,0.517828,-0.696220,0.267831,-0.944541,0.049043,0.000000,0.000000
2.130000,1.553693,0.516101,-0.705665,0.256472,-0.919323,0.047552,0.000000,0.000000
2.140000,1.555638,0.514428,-0.714859,0.245797,-0.894478,0.046114,0.000000,0.000000
2.150000,1.557487,0.512809,-0.723803,0.235745,-0.870004,0.044726,0.000000,0.000000
2.160000,1.559246,0.511240,-0.732503,0.226266,-0.845898,0.043386,0.000000,0.000000
2.170000,1.560922,0.509720,-0.740962,0.217310,-0.822158,0.042085,0.000000,0.000000
2.180000,1.562519,0.508246,-0.749184,0.208566,-0.798778,0.040802,0.000000,0.000000
2.190000,1.564041,0.506820,-0.757172,0.200188,-0.775755,0.039564,0.000000,0.000000
2.200000,1.565491,0.505439,-0.764929,0.192174,-0.753082,0.038370,0.000000,0.000000
2.210000,1.566872,0.504103,-0.772460,0.184522,-0.730755,0.037217,0.000000,0.000000
2.220000,1.568189,0.502811,-0.779768,0.177223,-0.708768,0.036106,0.000000,0.000000
2.230000,1.569445,0.501560,-0.786855,0.170265,-0.687116,0.035033,0.000000,0.000000
2.240000,1.570643,0.500350,-0.793726,0.164517,-0.665792,0.033999,0.000000,0.000000
2.250000,1.571792,0.499173,-0.800384,0.160179,-0.644792,0.032977,0.000000,0.000000
2.260000,1.572904,0.498020,-0.806832,0.155811,-0.624113,0.031972,0.000000,0.000000
2.270000,1.573978,0.496892,-0.813073,0.151243,-0.603747,0.030990,0.000000,0.000000
2.280000,1.575015,0.495790,-0.819111,0.146536,-0.583686,0.030034,0.000000,0.000000
2.290000,1.576012,0.494717,-0.824948,0.141746,-0.563921,0.029105,0.000000,0.000000
2.300000,1.576971,0.493673,-0.830587,0.136924,-0.544446,0.028204,0.000000,0.000000
2.310000,1.577892,0.492659,-0.836031,0.132113,-0.525253,0.027331,0.000000,0.000000
2.320000,1.578775,0.491677,-0.841284,0.127351,-0.506334,0.026486,0.000000,0.000000
2.330000,1.579621,0.490725,-0.846347,0.122669,-0.487682,0.025669,0.000000,0.000000
2.340000,1.580432,0.489805,-0.851224,0.118008,-0.469290,0.024877,0.000000,0.000000
2.350000,1.581208,0.488915,-0.855917,0.113690,-0.451152,0.024097,0.000000,0.000000
2.360000,1.581951,0.488055,-0.860429,0.109622,-0.433260,0.023344,0.000000,0.000000
2.370000,1.582664,0.487222,-0.864761,0.105779,-0.415607,0.022615,0.000000,0.000000
2.380000,1.583349,0.486416,-0.868917,0.102140,-0.398188,0.021911,0.000000,0.000000
2.390000,1.584007,0.485635,-0.872899,0.098684,-0.380994,0.021229,0.000000,0.000000
2.400000,1.584639,0.484878,-0.876709,0.095394,-0.364020,0.020569,0.000000,0.000000
2.410000,1.585248,0.484143,-0.880349,0.092257,-0.347259,0.019930,0.000000,0.000000
2.420000,1.585835,0.483431,-0.883822,0.089258,-0.330702,0.019311,0.000000,0.000000
2.430000,1.586399,0.482740,-0.887129,0.086388,-0.314345,0.018710,0.000000,0.000000
2.440000,1.586944,0.482069,-0.890272,0.083635,-0.298180,0.018128,0.000000,0.000000
2.450000,1.587469,0.481418,-0.893254,0.080992,-0.282201,0.017563,0.000000,0.000000
2.460000,1.587976,0.480787,-0.896076,0.078449,-0.266401,0.017015,0.000000,0.000000
2.470000,1.588465,0.480173,-0.898740,0.076001,-0.250773,0.016483,0.000000,0.000000
2.480000,1.588938,0.479578,-0.901248,0.073612,-0.235311,0.015961,0.000000,0.000000
2.490000,1.589394,0.479000,-0.903601,0.071311,-0.220009,0.015454,0.000000,0.000000
2.500000,1.589835,0.478440,-0.905801,0.069103,-0.204860,0.014961,0.000000,0.000000
2.510000,1.590261,0.477896,-0.907850,0.066937,-0.189858,0.014483,0.000000,0.000000
2.520000,1.590672,0.477368,-0.909748,0.064808,-0.174997,0.014021,0.000000,0.000000
2.530000,1.591069,0.476856,-0.911498,0.062740,-0.160270,0.013575,0.000000,0.000000
2.540000,1.591453,0.476359,-0.913101,0.060732,-0.145673,0.013145,0.000000,0.000000
2.550000,1.591824,0.475878,-0.914558,0.058783,-0.131198,0.012729,0.000000,0.000000
2.560000,1.592183,0.475413,-0.915870,0.056893,-0.116840,0.012327,0.000000,0.000000
2.570000,1.592529,0.474961,-0.917038,0.055060,-0.102593,0.011940,0.000000,0.000000
2.580000,1.592864,0.474524,-0.918064,0.053283,-0.088452,0.011565,0.000000,0.000000
2.590000,1.593187,0.474100,-0.918948,0.051562,-0.074410,0.011204,0.000000,0.000000
2.600000,1.593500,0.473690,-0.919693,0.049894,-0.060464,0.010855,0.000000,0.000000
2.610000,1.593802,0.473293,-0.920297,0.048279,-0.046607,0.010518,0.000000,0.000000
2.620000,1.594094,0.472909,-0.920763,0.046716,-0.032833,0.010192,0.000000,0.000000
2.630000,1.594377,0.472537,-0.921092,0.045202,-0.019139,0.009877,0.000000,0.000000
2.640000,1.594650,0.472177,-0.921283,0.043738,-0.005519,0.009573,0.000000,0.000000
2.650000,1.594915,0.471829,-0.921338,0.042321,0.008033,0.009279,0.000000,0.000000
2.660000,1.595171,0.471492,-0.921258,0.040949,0.021520,0.008995,0.000000,0.000000
2.670000,1.595418,0.471166,-0.921043,0.039623,0.034948,0.008721,0.000000,0.000000
2.680000,1.595658,0.470850,-0.920693,0.038340,0.048321,0.008455,0.000000,0.000000
2.690000,1.595890,0.470545,-0.920210,0.037099,0.061643,0.008199,0.000000,0.000000
2.700000,1.596115,0.470250,-0.919594,0.035899,0.074919,0.007951,0.000000,0.000000
2.710000,1.596333,0.469965,-0.918844,0.034710,0.088152,0.007705,0.000000,0.000000
2.720000,1.596544,0.469689,-0.917963,0.033362,0.101348,0.007429,0.000000,0.000000
2.730000,1.596746,0.469424,-0.916949,0.032064,0.114509,0.007161,0.000000,0.000000
2.740000,1.596941,0.469170,-0.915804,0.030814,0.127639,0.006902,0.000000,0.000000
2.750000,1.597129,0.468925,-0.914528,0.029611,0.140742,0.006652,0.000000,0.000000
2.760000,1.597310,0.468691,-0.913120,0.028452,0.153821,0.006410,0.000000,0.000000
2.770000,1.597484,0.468466,-0.911582,0.027337,0.166879,0.006176,0.000000,0.000000
2.780000,1.597652,0.468250,-0.909913,0.026264,0.179920,0.005950,0.000000,0.000000
2.790000,1.597813,0.468043,-0.908114,0.025231,0.192945,0.005732,0.000000,0.000000
2.800000,1.597969,0.467844,-0.906185,0.024237,0.205957,0.005521,0.000000,0.000000
2.810000,1.598118,0.467653,-0.904125,0.023280,0.218960,0.005318,0.000000,0.000000
2.820000,1.598263,0.467470,-0.901936,0.022360,0.231954,0.005122,0.000000,0.000000
2.830000,1.598401,0.467295,-0.899616,0.021474,0.244943,0.004932,0.000000,0.000000
2.840000,1.598535,0.467127,-0.897167,0.020623,0.257927,0.004749,0.000000,0.000000
2.850000,1.598664,0.466966,-0.894587,0.019804,0.270907,0.004573,0.000000,0.000000
2.860000,1.598788,0.466812,-0.891878,0.019016,0.283886,0.004403,0.000000,0.000000
2.870000,1.598908,0.466664,-0.889039,0.018259,0.296864,0.004239,0.000000,0.000000
2.880000,1.599023,0.466522,-0.886071,0.017530,0.309842,0.004081,0.000000,0.000000
2.890000,1.599134,0.466387,-0.882972,0.016830,0.322820,0.003929,0.000000,0.000000
